instance,gain_percent,prob,acopp_profit
pr107_03_bsc_01_02,0.301139,0.0018525514566533,43014.5
pr107_01_bsc_05_01,0.306634,0.0018499412397429,46222.3
dsj1000_05_unc_01_01,0.311469,0.0018476445338717,601366.0
dsj1000_10_unc_05_01,0.319591,0.0018437864480216,2660000.0
pr107_03_unc_10_02,0.323432,0.0018419619087763,115006.0
dsj1000_10_bsc_05_02,0.324783,0.0018413201611792,5430000.0
pr107_03_unc_10_01,0.326724,0.0018403981537137,83893.4
dsj1000_05_bsc_05_03,0.328141,0.0018397250550127,2750000.0
dsj1000_01_usw_05_03,0.334158,0.0018368668793712,312686.0
pr107_10_unc_01_03,0.336308,0.0018358455934099,160864.0
dsj1000_10_unc_10_03,0.37457,0.0018176705034325,4580000.0
dsj1000_03_bsc_05_03,0.388033,0.0018112753532478,1650000.0
pr107_03_bsc_01_03,0.392102,0.0018093425101889,45200.8
pr107_01_bsc_10_02,0.395749,0.0018076101241885,85256.1
dsj1000_10_usw_01_01,0.405738,0.0018028651821106,786485.0
pr107_10_usw_05_02,0.406815,0.0018023535890965,289288.0
pr107_05_usw_10_02,0.413332,0.0017992579050919,193670.0
pr107_10_usw_05_03,0.448668,0.0017824727140553,339650.0
eil51_10_unc_01_02,0.448849,0.0017823867360278,70461.7
pr107_10_unc_10_02,0.450006,0.0017818371416756,376625.0
pr107_03_unc_01_02,0.45069,0.0017815122302349,42690.1
dsj1000_10_bsc_05_03,0.453708,0.0017800786297553,5530000.0
pr107_05_bsc_01_03,0.460773,0.0017767226365848,74085.6
pr107_10_bsc_01_01,0.471405,0.0017716722587519,122266.0
dsj1000_03_unc_10_01,0.472444,0.0017711787163734,952819.0
pr107_01_usw_05_02,0.475994,0.0017694924069954,31702.1
pr107_01_unc_01_03,0.477139,0.0017689485128439,14391.3
dsj1000_05_unc_10_01,0.494377,0.0017607601745179,1600000.0
dsj1000_05_bsc_01_02,0.496898,0.0017595626573512,642265.0
